user_id,rho_a,Nw,A_best
1095473116,32.42231040171206,99.75783294221729,1.0490896912348708
1762777403,42.80701754385952,479.4632310091194,0.6594185570641143
1457424889,108.94596988485385,52.106487464461104,1.6788706811731644
7094531229,33.12538989394904,419.65500176019503,0.49562180258990196
702737014,22.942461762563795,333.69566338369515,0.9368008479046395
57072401,55.69940006315093,503.1412248170793,1.063822487281856
1110241832,58.82770870337399,118.39601588010055,0.31244504426796005
5212333848,19.95435278774031,215.3198146699561,0.3616228741780304
1065332141,18.93989214783628,296.46831749144076,1.072619589038526
5564321416,20.007939658594527,197.630167356234,0.3124858348951102
6221273187,43.16916488222727,273.75306623058054,0.6951553963424576
6019632868,34.70557582073969,102.94748452723819,0.33424357049678255
1354320169,54.49041372351162,631.8468159421194,1.8467817375883955
693274644,67.04604242110659,104.67731586234845,0.3636628590487202
1067701314,23.82352941176457,242.56599153535205,0.7642968548696825
5229698385,46.473339569691284,31.623529411764707,1.1942799294143451
1131058651,8.297763360081943,175.86994751928216,0.7081952202390009
1179144696,265.573770491807,2768.3857186451028,2.6415064345530896
1304166575,8.790233074361824,102.1122909272425,0.31272737429958947
1853283904,31.916845001528518,420.84516577962495,1.6967014985390694
468916394,21.481481481481485,43.02559268678749,1.2764470028383144
10749503,21.595680863827248,214.86810551558753,1.0736753699583363
578863659,35.798632691112665,342.6778242677824,1.2007348691363164
5689570195,61.904761904757464,148.78979605997714,0.3305306603480929
7472715818,25.27582748244734,16.103737036198794,0.902275538385448
5197641355,55.188679245282955,841.1682892906815,1.951495146859041
271855505,42.175732217573966,75.4696433433161,0.42160876355069854
852631182,5.860805860805858,98.54545682432052,0.7911461849643698
1025190273,21.62162162162108,184.77989663161645,0.8391122205694513
223210667,20.991253644314522,225.68402568183063,0.8637648082692896
1101084020,24.671235413965558,42.256030462350004,1.5439055807624336
